seed,corruption_level,model_a,model_b,n_samples,both_correct,model_a_only_correct,model_b_only_correct,both_wrong,accuracy_delta_a_minus_b,p_raw,p_holm,significant_holm_0.05
333,35,bpe_500,bpe_2000,2000,1361,182,179,278,0.0015,0.9161861394534284,1.0,False
333,35,bpe_500,bpe_5000,2000,1358,185,208,249,-0.0115,0.26708220847031744,1.0,False
333,35,bpe_500,char,2000,1402,141,181,276,-0.02,0.029593487694012828,1.0,False
333,35,bpe_1000,bpe_2000,2000,1350,166,190,294,-0.012,0.2227927912563717,1.0,False
333,35,bpe_1000,bpe_5000,2000,1336,180,230,254,-0.025,0.015421021671461307,1.0,False
333,35,bpe_1000,char,2000,1365,151,218,266,-0.0335,0.0005725307555326229,0.6515399997961249,False
333,35,bpe_2000,bpe_5000,2000,1385,155,181,279,-0.013,0.17251969089785807,1.0,False
333,35,bpe_2000,char,2000,1371,169,212,248,-0.0215,0.031284117975744735,1.0,False
333,35,bpe_5000,char,2000,1372,194,211,223,-0.0085,0.42662186151834236,1.0,False
333,40,word,bpe_500,2000,1380,227,148,245,0.0395,5.305445447718433e-05,0.06727304827706973,False
333,40,word,bpe_1000,2000,1349,258,137,256,0.0605,1.1678368342193649e-09,1.7237271673077826e-06,True
333,40,word,bpe_2000,2000,1383,224,132,261,0.046,1.2425028888912608e-06,0.0017444740560033302,True
333,40,word,bpe_5000,2000,1401,206,126,267,0.04,1.3278445980510474e-05,0.017713446938000973,True
333,40,word,char,2000,1410,197,162,231,0.0175,0.07259351184180632,1.0,False
333,40,bpe_500,bpe_1000,2000,1317,211,169,303,0.021,0.03530521051316727,1.0,False
333,40,bpe_500,bpe_2000,2000,1320,208,195,277,0.0065,0.550051677978369,1.0,False
333,40,bpe_500,bpe_5000,2000,1313,215,214,258,0.0005,1.0,1.0,False
333,40,bpe_500,char,2000,1377,151,195,277,-0.022,0.020660859665079252,1.0,False
333,40,bpe_1000,bpe_2000,2000,1311,175,204,310,-0.0145,0.15026359967847144,1.0,False
333,40,bpe_1000,bpe_5000,2000,1284,202,243,271,-0.0205,0.05781403066280285,1.0,False
333,40,bpe_1000,char,2000,1325,161,247,267,-0.043,2.413737101750392e-05,0.03145099443580761,True
333,40,bpe_2000,bpe_5000,2000,1343,172,184,301,-0.006,0.5599551083046967,1.0,False
333,40,bpe_2000,char,2000,1347,168,225,260,-0.0285,0.004668828556110925,1.0,False
333,40,bpe_5000,char,2000,1338,189,234,239,-0.0225,0.03228486732912719,1.0,False
333,45,word,bpe_500,2000,1353,230,149,268,0.0405,3.724874258567956e-05,0.04779013673742687,True
333,45,word,bpe_1000,2000,1305,278,147,270,0.0655,2.0767283660139368e-10,3.0797881667986684e-07,True
333,45,word,bpe_2000,2000,1349,234,143,274,0.0455,3.2136490414242063e-06,0.00443162202812398,True
333,45,word,bpe_5000,2000,1352,231,140,277,0.0455,2.6672221929969426e-06,0.0036941027373007655,True
333,45,word,char,2000,1385,198,178,239,0.01,0.3271647298765607,1.0,False
333,45,bpe_500,bpe_1000,2000,1283,219,169,329,0.025,0.012760475936577316,1.0,False
333,45,bpe_500,bpe_2000,2000,1287,215,205,293,0.005,0.660600381295117,1.0,False
333,45,bpe_500,bpe_5000,2000,1275,227,217,281,0.005,0.6693390534710847,1.0,False
333,45,bpe_500,char,2000,1351,151,212,286,-0.0305,0.0016011690028568698,1.0,False
333,45,bpe_1000,bpe_2000,2000,1266,186,226,322,-0.02,0.05455033541343261,1.0,False
333,45,bpe_1000,bpe_5000,2000,1235,217,257,291,-0.02,0.07312880532441336,1.0,False
333,45,bpe_1000,char,2000,1291,161,272,276,-0.0555,1.0704688655973191e-07,0.00015404046975945422,True
333,45,bpe_2000,bpe_5000,2000,1304,188,188,320,0.0,1.0,1.0,False
333,45,bpe_2000,char,2000,1321,171,242,266,-0.0355,0.0005562319163409672,0.6341043846287027,False
333,45,bpe_5000,char,2000,1302,190,261,247,-0.0355,0.0009591877545329432,1.0,False
333,50,word,bpe_500,2000,1293,252,181,274,0.0355,0.000749699201810154,0.8389134068255624,False
333,50,word,bpe_1000,2000,1250,295,174,281,0.0605,2.5321538497974863e-08,3.684283851455343e-05,True
333,50,word,bpe_2000,2000,1288,257,176,279,0.0405,0.00011578704248508408,0.1425338492991385,False
333,50,word,bpe_5000,2000,1299,246,163,292,0.0415,4.750320574045274e-05,0.06051908411333679,False
333,50,word,char,2000,1331,214,206,249,0.004,0.73272349565976,1.0,False
333,50,bpe_500,bpe_1000,2000,1237,237,187,339,0.025,0.017226341944087505,1.0,False
333,50,bpe_500,bpe_2000,2000,1245,229,219,307,0.005,0.6707309886927976,1.0,False
333,50,bpe_500,bpe_5000,2000,1229,245,233,293,0.006,0.6149203232763124,1.0,False
333,50,bpe_500,char,2000,1305,169,232,294,-0.0315,0.0019241012564222236,1.0,False
333,50,bpe_1000,bpe_2000,2000,1228,196,236,340,-0.02,0.0604766248878227,1.0,False
333,50,bpe_1000,bpe_5000,2000,1190,234,272,304,-0.019,0.09990529127264636,1.0,False
333,50,bpe_1000,char,2000,1236,188,301,275,-0.0565,3.6471741920597153e-07,0.0005178987352724795,True
333,50,bpe_2000,bpe_5000,2000,1268,196,194,342,0.001,0.9596234354265613,1.0,False
333,50,bpe_2000,char,2000,1279,185,258,278,-0.0365,0.0006085472218769411,0.6900925496084511,False
333,50,bpe_5000,char,2000,1260,202,277,261,-0.0375,0.0007057491637045453,0.793262060003909,False
